store_id,uptime_last_hour(in minutes),uptime_last_day(in hours),uptime_last_week(in hours),downtime_last_hour(in minutes),downtime_last_day(in hours),downtime_last_week(in hours)
6731307189418734857,60,12,85,0,0,0
6334610233846936840,60,23,167,0,0,0
3040468237874509069,60,15,63,0,0,46
8668949117244880140,60,12,95,0,0,0
7423028298759910665,60,23,167,0,0,0
6384248135781430554,60,10,97,0,0,0
2884126734815245596,60,12,84,0,0,0
6920504641580381468,60,10,88,0,0,0
7689067358810715421,60,10,69,0,0,0
4014466843814180127,60,23,167,0,0,0
7567143334324811039,60,9,63,0,0,0
1466768150213866792,60,23,59,0,0,85
1072565569128117545,60,15,82,0,0,25
6415411710680315177,60,17,115,0,0,10
8402173934772565291,60,23,142,0,0,24
6497714959292970287,60,12,128,0,0,0
538088594312312115,60,23,97,0,0,0
9139995366984529201,60,1,7,0,0,0
6740922013757682995,60,15,110,0,0,0
1016340945788417334,60,7,60,0,0,0
1849827865367164220,60,23,167,0,0,0
4889779373597635907,60,16,64,0,0,50
1808275759627154762,60,10,85,0,0,0
8842734164810970440,0,0,7,60,6,47
6706226156296877388,60,13,59,0,0,32
278905336815760718,60,11,89,0,0,0
7129337400833062222,60,15,97,0,0,13
2739506591976043860,60,11,54,0,0,22
3954691186481771863,60,15,48,0,0,56
8391524178313852249,60,8,69,0,0,0
8768486991384261978,60,23,142,0,0,24
2823570362328364381,60,9,77,0,0,0
7627757745553126748,60,8,71,0,0,0
8228300995261150556,60,23,167,0,0,0
7383431723807454562,60,11,88,0,0,0
8123121844839724387,60,13,91,0,0,0
4163052168475555173,60,17,125,0,0,0
2159953063711618405,60,9,64,0,0,2
8553526978618537328,60,13,97,0,0,0
141479961267451253,0,2,5,60,6,81
5106957160255599987,60,10,48,0,0,24
55751279770776956,60,8,74,0,0,0
2590038656305706364,60,11,77,0,0,0
3655250411246040457,0,0,0,60,9,68
4368578428325508490,60,7,63,0,0,0
1303644732381279630,60,13,96,0,0,0
5301267958462723469,60,16,112,0,0,0
4211742229230531986,0,0,5,60,7,65
1416233103411197335,60,17,125,0,0,0
3503549152537949594,60,8,59,0,0,0
1743467640974161310,60,14,101,0,0,0
9211995737466090909,60,13,91,0,0,0
3117861948621436320,60,18,75,0,0,64
6811722276969067939,60,6,60,0,0,34
362168314264335781,0,0,0,60,9,51
2323083930226636199,60,18,129,0,0,0
9137438379268552102,60,23,167,0,0,0
8288886491258566058,60,11,65,0,0,0
8432942794858444203,0,0,10,60,10,63
2360905245785208236,60,23,159,0,0,8
402339426917397933,0,0,17,60,17,107
8685699502838134202,60,12,84,0,0,0
8465465452650771902,60,7,67,0,0,0
7405493069278098880,60,7,72,0,0,0
1910872956490102215,0,5,16,60,15,72
4754693901376075206,0,2,8,60,5,77
2598698938331379148,0,0,23,60,9,59
1248084586349114830,0,2,24,60,12,89
665459306756552145,60,6,94,0,0,0
1922162786157540819,60,9,64,0,0,2
1648743168626210259,60,17,125,0,0,0
377793925363054037,60,10,73,0,0,0
8037115054710371799,0,0,4,60,10,37
6850386133794338280,0,0,10,60,10,64
8327620833251636729,60,14,93,0,0,14
3009081779233633789,60,23,97,0,0,0
1680546904296175103,0,10,24,60,13,143
6677413050879391233,60,4,15,0,0,36
6149329214616253955,0,4,23,60,7,60
8516261699805197829,60,5,22,0,0,66
2127908772812568073,0,0,11,60,10,66
7663027882656773648,60,10,74,0,0,0
6935189878675027473,60,5,35,0,0,26
6636008219025651220,60,23,161,0,0,0
8317572469172057620,60,12,84,0,0,0
2203844020893136410,60,23,167,0,0,0
8494749731668571682,60,10,50,0,0,0
6033078927093216807,60,23,69,0,0,0
5336638073239746090,60,8,58,0,0,0
8130301687323735599,60,19,133,0,0,0
86895211682051637,60,14,101,0,0,0
4695823066967062068,60,12,97,0,0,0
5000549422492857908,60,9,63,0,0,0
7593548598727685685,0,0,12,60,12,72
5458983194362918455,60,17,125,0,0,0
6158300217670841913,60,8,71,0,0,0
6078027222447240768,60,23,89,0,0,0
5176055266990995009,60,23,131,0,0,36
2906370246630323779,0,0,10,60,8,57
1976911253405808196,60,23,167,0,0,0
2148871559250130511,60,11,27,0,0,58
4563748201926440527,60,10,72,0,0,0
9125998885755172434,60,1,144,0,0,0
3138631859758446167,60,5,60,0,0,19
4609527820431472223,60,13,89,0,0,0
5026004132212160099,60,23,158,0,0,8
7318033631342802533,60,7,79,0,0,14
4334721460614182508,60,23,167,0,0,0
2289103968749336193,60,10,75,0,0,0
2815407535593469571,60,23,99,0,0,0
4401603917454685829,60,8,68,0,0,0
5914079802077951622,60,11,27,0,0,52
7263522267144238726,60,14,59,0,0,38
9091598463726892679,60,7,23,0,0,48
421995417777845899,0,1,14,60,12,76
6306907070072501895,60,17,125,0,0,0
8649289803149096594,60,23,150,0,0,16
7286237959336867476,60,8,66,0,0,0
4323093833613948569,60,4,78,0,0,0
5266541821712021145,60,11,87,0,0,0
1495640109053720220,60,3,71,0,0,0
5821169641032005277,60,23,167,0,0,0
6935878200264996519,60,12,95,0,0,0
3856965690108688041,60,17,125,0,0,0
1590182733727938220,60,14,101,0,0,0
8018186541496678058,0,0,0,60,7,56
1554055733179692714,60,23,164,0,0,3
8560718188452558508,60,8,59,0,0,0
3957908745626629806,60,16,117,0,0,0
8898105371861628591,60,12,95,0,0,0
7852975887098099378,60,10,70,0,0,0
7086435603849754290,60,12,87,0,0,0
2281529300902459064,60,7,82,0,0,0
1143989207783356090,60,9,74,0,0,0
7878247453239359163,60,17,125,0,0,0
7011223152143873724,60,19,139,0,0,0
7169121015471617724,60,6,42,0,0,0
3144467007477102272,60,5,60,0,0,0
757369495025202880,60,11,87,0,0,0
5382221227477284543,60,9,63,0,0,0
8245825950638749372,60,9,51,0,0,11
6857601708410877635,60,8,59,0,0,0
2524362373133678272,0,0,3,60,10,54
7544291310825060031,60,11,77,0,0,0
4302268421022955203,60,8,59,0,0,0
9035817083513681606,60,10,73,0,0,0
4873211332833425103,0,0,0,60,11,80
5779257783855199952,60,11,82,0,0,0
8830646681507641043,60,9,96,0,0,0
3059397727017481945,60,12,35,0,0,48
856719627986319071,60,9,93,0,0,17
1523495559941338850,60,17,74,0,0,51
91749266999228130,0,0,8,60,9,54
5955337179846162144,60,10,70,0,0,0
2290582861195917029,60,2,41,0,0,48
6995167522817980132,60,1,29,0,0,0
8262021469770954476,60,16,112,0,0,0
8477226174020564716,0,0,13,60,12,77
6552539529171515119,60,10,73,0,0,0
7728374954598545135,60,9,68,0,0,0
8920723645509908215,0,0,0,60,4,34
978662904734234369,60,7,70,0,0,0
7787233413436356353,60,6,81,0,0,0
5602552486972634883,60,13,91,0,0,0
247090130107873031,0,0,0,60,2,38
222120335767680780,60,11,76,0,0,0
6453167473087690506,60,10,70,0,0,0
142429685949740815,60,14,98,0,0,0
564182480174003983,60,14,98,0,0,0
7336007251464697615,60,8,74,0,0,0
4329861528931743505,60,9,60,0,0,27
3052772532209071893,60,15,101,0,0,0
8083411981090862868,60,19,129,0,0,0
7025545010968114967,60,6,42,0,0,0
4417461230508881690,60,23,167,0,0,0
2154992877797553948,60,17,125,0,0,0
9074593440244938522,60,9,67,0,0,0
1298728055823513374,60,9,17,0,0,45
1568938491008399136,60,6,59,0,0,0
5531472063326828319,60,12,107,0,0,0
7579083520786642719,60,12,90,0,0,0
1746195180984252195,60,11,77,0,0,0
1185838300325525283,60,11,89,0,0,0
8741331792121640743,60,13,88,0,0,2
8392661638051804970,60,23,100,0,0,0
7716689494974707507,60,11,125,0,0,0
8555427890723206965,60,9,69,0,0,0
4020811546574927673,60,5,75,0,0,0
7124482474504206139,60,10,76,0,0,0
348297205658335039,60,12,84,0,0,0
2177931033964197696,60,14,89,0,0,0
8326683273309861694,60,23,146,0,0,21
4787466554454718272,60,9,63,0,0,0
6852196766077073221,60,23,143,0,0,24
5039914486170236743,60,10,79,0,0,13
927353120992671563,60,15,97,0,0,13
4807562023462057802,60,23,167,0,0,0
3280768631391860562,60,8,45,0,0,28
5625751407379625810,60,11,80,0,0,0
8830093612950271828,60,20,133,0,0,0
2606900365141915485,60,12,107,0,0,0
3686958654838781789,60,11,72,0,0,11
1839670048432732001,60,11,86,0,0,2
3265468960681998177,60,13,91,0,0,0
8720976782822520675,60,9,43,0,0,19
8953644403428833127,60,5,79,0,0,0
277585435283306347,60,7,50,0,0,0
8748478919548680040,60,11,105,0,0,0
4906290780244916084,60,13,94,0,0,0
6261680051967342455,60,6,32,0,0,30
7774935014087767931,0,0,23,60,3,25
6361135200790329214,60,11,77,0,0,0
881972566831413121,60,16,45,0,0,73
602588104481781638,60,15,108,0,0,3
288312054891886470,60,17,125,0,0,0
6035439713490941833,60,1,43,0,0,29
4948823868582115213,60,13,97,0,0,0
4345784537186908049,60,13,97,0,0,0
9078399626021648273,60,12,84,0,0,0
7265978682834007955,60,10,73,0,0,0
1759819906617227161,0,2,26,60,17,113
1050565545391667097,60,23,69,0,0,0
5488247777092908961,60,1,2,0,0,69
3225942528431601575,60,16,53,0,0,58
2130599665961645995,60,8,68,0,0,0
8019216766796019625,60,9,81,0,0,0
5167664822716348342,0,0,0,60,12,84
2006818638140553145,60,10,72,0,0,0
9142057878322198457,60,17,125,0,0,0
6682182843912959932,60,13,91,0,0,0
5411761323296044995,0,2,6,60,13,103
306275589933283277,60,17,53,0,0,72
2534662207277053902,60,23,80,0,0,17
8386563304750430165,60,7,12,0,0,43
6995297217172944854,60,23,42,0,0,40
2515627945516218332,0,0,0,60,11,72
3722575735652235231,60,14,98,0,0,0
6142757672400697310,60,12,58,0,0,25
6115000348537960420,60,23,87,0,0,0
8643405164554631149,60,9,66,0,0,0
5492585549839087598,60,11,74,0,0,0
1040311241747249138,60,12,84,0,0,0
5628467935462537202,0,0,0,60,12,84
8672480746014980085,60,10,70,0,0,0
4551067269363709946,60,18,28,0,0,104
488013010143361019,60,23,167,0,0,0
6817126657359067135,60,23,164,0,0,2
2245630723285366786,60,16,112,0,0,0
7896663680421017602,60,7,78,0,0,0
3105924853113370630,60,23,74,0,0,0
5878754251461408777,0,1,19,60,16,102
3699273607433304079,60,11,27,0,0,49
2724929947261057040,60,8,79,0,0,12
1809412484919932951,60,9,68,0,0,0
8196095650365552663,60,10,72,0,0,0
2790188243792541721,0,0,0,60,3,44
1053878807136352286,60,11,66,0,0,0
4783594666522589213,60,13,94,0,0,0
6414533977419626526,60,8,78,0,0,0
7542982131414874146,60,23,167,0,0,0
5285939246386984996,60,16,115,0,0,0
6158792913590433829,0,0,16,60,16,101
8719152700354574383,0,0,12,60,12,72
1066245913385646140,60,23,83,0,0,0
8673052277387769916,60,10,70,0,0,0
4565267074689808446,60,5,16,0,0,26
4429520226772793408,0,0,13,60,13,81
8574652385960867900,60,17,125,0,0,0
4306420451573774403,60,10,75,0,0,0
5581189775195551812,60,23,138,0,0,28
7432416292069455942,60,23,167,0,0,0
2574595088387225673,60,11,84,0,0,0
3429361039177037900,60,12,68,0,0,15
2522679836587112526,60,23,167,0,0,0
5159878404342626391,60,18,25,0,0,100
6478667914949408861,60,1,6,0,0,65
42995365272729696,60,13,91,0,0,0
7099244180431714399,60,7,55,0,0,0
7037664521076029540,60,11,84,0,0,0
5919171757312292967,60,23,77,0,0,0
4595646770186827888,60,23,167,0,0,0
6047371834233108592,60,11,88,0,0,0
4961791508590082161,60,23,167,0,0,0
1852352313498777717,0,0,25,60,7,63
8270223232204355700,60,8,65,0,0,0
4761077082816624762,60,16,45,0,0,73
5289795803362539650,60,10,73,0,0,0
5792547200378452098,60,14,98,0,0,0
7528838220743358595,60,9,80,0,0,0
4594299801018382476,60,16,105,0,0,0
5287992668796008589,60,23,167,0,0,0
1278938438811924625,0,0,12,60,12,72
4355999482266138768,60,23,167,0,0,0
4866701305171654804,60,23,166,0,0,0
70182746366818454,60,6,41,0,0,0
2933733739106941079,60,14,82,0,0,0
8627339877198870680,60,23,82,0,0,0
3155521927319500954,60,15,111,0,0,0
8106395179444025503,60,23,167,0,0,0
2975117558261201058,60,13,104,0,0,0
1478769950991792292,60,23,86,0,0,0
5838928981549725862,60,13,103,0,0,0
346366105785481385,60,11,87,0,0,0
5857383362689775783,60,11,80,0,0,0
4486545310258739371,60,10,72,0,0,0
660813193985177775,60,6,15,0,0,56
5043379127099209914,60,23,89,0,0,0
9119861678935914682,0,0,13,60,11,74
3364842454034495682,60,6,60,0,0,0
5599254935946311875,60,12,85,0,0,0
6285181555401537733,60,10,96,0,0,0
2386861096572664008,60,23,99,0,0,68
8442116307683850439,60,8,62,0,0,0
400109554900777168,60,11,87,0,0,0
1763802334279612629,60,13,91,0,0,0
7948639756958513365,0,4,16,60,7,67
339145205428107483,60,11,77,0,0,0
6309774117916948697,60,23,167,0,0,0
8708933615809706203,60,9,45,0,0,17
6955408168136259804,60,15,118,0,0,0
7633796429604600037,60,11,84,0,0,0
3660284804679907562,0,0,0,60,9,63
2731235664672438508,60,23,77,0,0,0
8087361826665609451,60,23,167,0,0,0
6682428661288679663,60,16,118,0,0,0
7185390482379651317,60,15,91,0,0,3
2870452740229183737,60,15,106,0,0,0
5026500777322789113,60,9,61,0,0,9
4139280937068935419,60,23,81,0,0,0
5832036895318292729,60,11,51,0,0,26
3126875620269537536,60,23,162,0,0,5
1580780850006931716,0,0,13,60,13,78
4439408696490866948,60,11,71,0,0,0
2890445735721875717,60,9,62,0,0,0
6268424579834198282,60,13,91,0,0,0
7933946190613920010,60,6,94,0,0,0
613259555045095694,0,2,2,60,6,81
6804389613752301838,60,11,79,0,0,0
4324604298114709776,0,0,12,60,12,75
3989390862703573275,60,9,13,0,0,62
5382027116373588252,0,0,16,60,16,101
5851440228552489251,60,11,75,0,0,14
3018657877087500582,0,2,7,60,11,97
4820445246206196007,60,13,32,0,0,58
3161505359023323439,60,23,167,0,0,0
8952359143628618030,60,11,80,0,0,0
743534993607244086,60,23,87,0,0,0
6929300369727994167,0,0,11,60,11,66
1800697505440839997,60,6,75,0,0,0
5130517449043818815,60,14,59,0,0,38
1887195649833711938,60,11,77,0,0,0
2930276348410214723,60,8,83,0,0,0
1351938629789989190,0,1,14,60,12,76
7205070579883686215,60,14,98,0,0,0
4707317010250938700,60,23,76,0,0,12
8694537822952864075,60,15,110,0,0,0
7462859887803971920,60,23,167,0,0,0
1699651756029065556,60,23,167,0,0,0
5458877987689773396,60,12,66,0,0,17
329697652999698776,60,10,73,0,0,0
4997910790633339230,60,11,53,0,0,47
2542953027408836960,60,6,51,0,0,8
4555445454191180127,60,10,73,0,0,0
6982378963496974688,60,11,125,0,0,0
1394442644196079980,60,23,167,0,0,0
9039154638593046891,60,15,108,0,0,0
7009883409524734321,60,20,141,0,0,1
5459341716043970934,60,5,38,0,0,0
7506300129430911350,0,0,11,60,4,41
642264664026364281,60,9,66,0,0,0
448947650784082297,60,23,167,0,0,0
6630639946123524475,60,8,59,0,0,0
6499661202934184320,60,14,45,0,0,44
5342553258301536644,60,23,167,0,0,0
908975768886622602,60,17,114,0,0,0
5509051940461820296,0,10,24,60,13,143
311745909071821197,60,14,33,0,0,65
524424375831607693,60,23,167,0,0,0
4678991942903282063,60,13,91,0,0,0
732239489643886995,60,14,101,0,0,0
7751690338649782674,60,23,144,0,0,23
6733969269442394517,60,12,69,0,0,14
4048753004327352728,60,9,66,0,0,0
3520396176847485341,60,8,56,0,0,0
7282752212229241244,60,10,76,0,0,0
5476728726187522463,60,23,83,0,0,80
8276601063195163042,60,11,77,0,0,0
8836239128803785123,60,9,60,0,0,2
2956165284031707558,60,13,53,0,0,37
5194784218925545893,60,23,166,0,0,1
598372890256390573,60,1,29,0,0,0
2378470629235571118,60,11,84,0,0,0
3319035439600449966,60,20,141,0,0,2
8386001320959785390,60,23,150,0,0,17
6076057799724743102,0,2,26,60,17,113
8366349577194256830,60,9,110,0,0,0
8670696899878762943,60,12,86,0,0,0
6892538782242945474,60,17,104,0,0,11
9058019541301770690,60,10,70,0,0,0
4947873648736909763,60,23,97,0,0,0
2212626516792326600,60,6,59,0,0,0
8569176142609988039,60,14,67,0,0,30
4664919917225425354,0,0,14,60,12,77
131125180600695244,0,0,0,60,12,84
3746977410893363659,60,13,97,0,0,0
495352612200987088,60,18,129,0,0,0
6895144407747508687,60,13,91,0,0,0
7482042427544549838,60,12,82,0,0,1
4276130837793847765,60,23,87,0,0,0
7926182595291888085,60,12,89,0,0,0
2357757371120531929,60,2,42,0,0,47
2493164361035200986,60,23,167,0,0,0
725924441462389216,60,16,93,0,0,25
6225371338789796318,60,13,91,0,0,0
4417789440524990945,60,15,39,0,0,65
3876913795186211299,60,23,166,0,0,0
3413958830119565807,60,23,162,0,0,5
4201758791582005746,60,12,98,0,0,0
1156603085055048182,60,8,60,0,0,2
7785682454003497463,60,16,112,0,0,0
6969460231274019322,60,23,167,0,0,0
605803287923472894,60,13,97,0,0,0
2703321977983023614,60,11,73,0,0,0
2517171193313212930,60,23,88,0,0,0
7382911608211716609,0,0,23,60,8,58
2193127261080173064,60,10,75,0,0,0
8442155930538555912,60,10,70,0,0,0
5450134941138074122,0,0,10,60,10,62
2797708563560544780,60,10,91,0,0,0
8597083727589030421,60,11,85,0,0,0
2288350985449716250,60,10,83,0,0,0
4266586913934195225,60,23,167,0,0,0
6809838552328649248,60,23,167,0,0,0
9152745597161486884,60,12,84,0,0,0
7922992160065370660,0,7,7,60,16,79
9010652248656853541,60,23,158,0,0,8
969858390515923502,60,18,132,0,0,0
2997830785070709293,60,11,87,0,0,0
8207758013351082541,60,8,77,0,0,0
2919613102776629805,60,11,87,0,0,0
7286054968888572460,60,8,65,0,0,0
77980192110590523,0,1,14,60,12,76
8526008838712932921,60,23,89,0,0,0
8810766737254234682,0,2,26,60,17,113
6461867146274191931,60,23,162,0,0,5
6373304272247667263,0,0,15,60,15,93
678992977402804803,60,13,91,0,0,0
7921342289763940932,4,16,118,56,0,0
861941607778990665,60,11,110,0,0,0
2063135322463582795,60,10,69,0,0,21
2804674989494024786,60,17,125,0,0,0
2956147758621014616,0,0,0,60,12,84
2097768219460516447,60,23,167,0,0,0
6774869046225746526,60,23,167,0,0,0
7570537170277186142,60,13,97,0,0,0
1801823226729511526,60,16,115,0,0,0
8045105258384243302,60,15,101,0,0,0
2459196497513986666,60,23,83,0,0,0
7914250985745791595,60,10,70,0,0,0
134586904582732400,0,5,32,60,18,52
8782246002945604205,0,0,7,60,9,47
8506735742081120880,60,7,77,0,0,3
1644457799808596600,60,7,63,0,0,0
4704845584519969401,0,0,33,60,7,37
3877323386714274428,0,0,13,60,11,74
4119155563997313668,60,10,60,0,0,24
1651760508329835141,0,0,12,60,12,72
3219722391935007367,60,8,74,0,0,0
9031140487121844870,60,9,109,0,0,0
7158131709188455046,0,0,5,60,7,50
4913959739000535695,60,14,146,0,0,0
4241151687363377818,60,8,64,0,0,0
6284935932914875037,60,23,167,0,0,0
9049351810679683741,60,11,65,0,0,0
2927341459859454630,60,18,119,0,0,0
5852289247071517351,0,0,7,60,7,42
689858000374545066,60,13,94,0,0,0
6630662777571457708,0,0,0,60,9,63
4359897525988670130,60,12,84,0,0,0
2895862343911946930,60,12,84,0,0,0
3735333959341456051,60,23,166,0,0,1
7312749566689098421,60,14,98,0,0,0
7455091638511909564,60,1,29,0,0,0
8827394301297670844,60,5,38,0,0,0
1964146198762404545,0,5,15,60,18,74
5241014208209107649,60,7,78,0,0,0
6442906707632077507,60,17,125,0,0,0
6193133830705429192,60,23,67,0,0,0
6309257991070235349,0,2,8,60,8,68
7269914809297386201,60,7,65,0,0,0
5906065258466523867,60,17,125,0,0,0
6900503045082626780,60,7,55,0,0,0
6713186225753864922,60,8,56,0,0,0
3391217351846804188,0,0,0,60,8,73
3243389630626839262,60,23,167,0,0,0
5013320822136552165,60,8,61,0,0,0
4831828390516374247,60,23,167,0,0,0
7650372718234352360,0,0,12,60,12,72
5827784182741777130,60,23,167,0,0,0
2359485813145484016,60,13,91,0,0,0
2875173090635496177,60,17,125,0,0,0
4190347804200188657,60,10,70,0,0,0
5518307397464668911,60,12,85,0,0,0
4265723406881110772,60,13,92,0,0,0
2386880939083315957,60,11,87,0,0,0
7681667105698822900,60,10,73,0,0,0
4074153383018412790,60,16,118,0,0,0
2073532731367406338,60,10,49,0,0,24
8949392987532344065,60,14,89,0,0,0
505566916207950598,60,23,50,0,0,24
6271725289311288069,60,20,143,0,0,0
6754146361723599621,60,17,125,0,0,0
6166006940970826505,60,11,87,0,0,0
5152078166651419409,60,7,71,0,0,0
6442890116877892376,60,16,112,0,0,0
3955247097276480283,60,23,83,0,0,0
84556309993044773,60,14,63,0,0,28
2019853627059256106,0,1,21,60,16,104
7828565466095434540,0,0,11,60,11,66
1307252327700413232,60,12,89,0,0,0
191535644409838384,60,13,97,0,0,0
7899520419014490927,60,17,125,0,0,0
3606514677352086323,60,20,77,0,0,0
4598581625069550389,0,10,13,60,13,64
4434978090183605049,60,6,78,0,0,0
6659619482289126204,60,11,79,0,0,0
7568565461161687871,0,0,6,60,8,79
1926541750575250243,60,23,67,0,0,0
3071760140365806403,60,12,102,0,0,0
3331612599156423491,60,15,111,0,0,0
7345270328807504713,60,14,88,0,0,0
8454656974450834251,60,23,79,0,0,10
3143884266070621007,0,3,26,60,13,92
3465203837973805904,60,10,70,0,0,0
8178431436607011663,60,3,107,0,0,0
9029509504849001293,60,23,167,0,0,0
9208710949701729106,60,10,80,0,0,0
891329511295269720,60,23,74,0,0,0
5280380062868618072,60,23,82,0,0,0
5318368100057037657,60,8,65,0,0,0
2248905253110987612,60,11,68,0,0,8
3666688834454502235,60,16,112,0,0,0
3996657817111640922,60,13,97,0,0,0
6762475149574716258,60,10,16,0,0,53
8785498557920066403,60,7,55,0,0,0
5152560532959968102,60,23,36,0,0,51
2419655978112826219,60,9,30,0,0,79
8263358759535098729,60,19,139,0,0,0
4928183578496514927,60,1,29,0,0,0
2910108311685413744,0,0,10,60,10,67
6673076491220728687,60,10,73,0,0,0
1720984703563021174,60,9,66,0,0,0
7344190608618797943,60,23,137,0,0,30
6053208603989654397,60,15,41,0,0,69
3267803726603107210,60,19,133,0,0,0
5497354348276136841,60,9,79,0,0,0
4637242339382213515,60,8,59,0,0,0
8021943955550583690,60,17,125,0,0,0
6751426356307082125,60,6,47,0,0,0
4291004431725017995,60,11,80,0,0,0
1559723180979043212,60,23,167,0,0,0
2166893363625081748,60,13,72,0,0,0
4271780404317731737,60,23,84,0,0,0
2043799207552859039,0,5,14,60,18,63
960705761323006882,60,10,73,0,0,0
3824158777963035555,60,5,71,0,0,0
8493329891106339753,0,4,24,60,7,59
3106034579876625326,0,0,23,60,5,47
6047595688619228080,60,23,164,0,0,3
6254326899789577138,60,13,71,0,0,0
322058335023872951,60,15,111,0,0,0
514909265834195898,60,13,97,0,0,0
5815619355985623994,60,12,86,0,0,0
8962421494378150841,60,11,27,0,0,58
4747602859000445887,0,0,13,60,7,72
2003358034507611073,60,5,79,0,0,0
4458836659839450049,60,23,167,0,0,0
1316891599702211529,60,23,165,0,0,2
5128069222245972936,60,2,36,0,0,11
5437414992872782794,60,23,41,0,0,103
1369089838884633548,60,4,39,0,0,0
4955022718301158351,0,0,0,60,12,84
8471117373573053399,60,10,88,0,0,0
3016162291675380698,60,16,100,0,0,0
5914056684938542042,0,5,19,60,18,88
7179046431265733591,0,0,16,60,16,96
5490016800940506077,60,8,10,0,0,56
1816237460687076329,60,23,83,0,0,0
3157733638410910699,60,7,66,0,0,0
7224362898323979243,60,6,53,0,0,22
7774754436196449259,60,17,103,0,0,22
1805558922333895671,60,17,122,0,0,0
1710602996554480636,60,9,62,0,0,0
7682276697744096251,60,23,48,0,0,96
6253577151303531522,60,13,91,0,0,0
2377192312946375685,0,0,16,60,16,96
2399010391619681286,60,14,45,0,0,55
620212048775822349,60,23,88,0,0,79
7676402678061186062,60,14,98,0,0,0
9083900621106756623,60,23,167,0,0,0
5578325506192718867,60,11,87,0,0,1
4007319783124057111,60,23,144,0,0,22
6225374753514601496,60,9,66,0,0,0
3148424989432495130,60,23,77,0,0,0
7989824650641423384,60,7,67,0,0,0
5006591355794766875,60,10,91,0,0,0
2027378754189802522,60,17,125,0,0,0
3977930820507548703,60,16,112,0,0,0
2880498584944229415,60,7,68,0,0,0
5372577425223138345,60,11,84,0,0,0
5128342036939160617,60,17,119,0,0,0
373571447391239213,0,0,15,60,15,93
518555977350593592,60,5,88,0,0,0
6900242925985414200,60,9,74,0,0,0
8288416994570419256,0,1,14,60,12,76
7293346638096383032,60,11,110,0,0,0
6111234069516336204,60,23,63,0,0,104
3867605878256122958,60,7,76,0,0,0
3065192801210776659,60,9,66,0,0,0
3526550107739667540,0,0,0,60,10,73
1385629260235488340,60,11,77,0,0,0
4633155166628265047,0,0,15,60,15,90
2341975151855811674,60,9,72,0,0,0
1113317606098222174,60,23,167,0,0,0
7659795716924587103,60,8,71,0,0,0
9206328259669933155,60,21,56,0,0,73
1892210278164413546,60,10,94,0,0,0
3784570650126990447,60,9,18,0,0,45
5332269489088543854,60,11,89,0,0,0
8167388651954191474,60,17,121,0,0,0
8553794532359748723,60,23,167,0,0,0
3236172742920682616,0,6,12,60,13,127
6361947021224361079,60,23,167,0,0,0
4513007105171930235,60,9,66,0,0,0
1489778281977068670,60,23,167,0,0,0
3674488857545096318,0,3,19,60,7,54
3761370781058874495,0,1,1,60,3,58
6197071901978246272,60,23,87,0,0,0
8971776665157680260,60,13,91,0,0,0
122674762669669512,60,15,105,0,0,0
8592041492120976517,60,23,167,0,0,0
3426574863187655819,60,23,167,0,0,0
4826182336209960078,60,11,66,0,0,0
7789943684434476174,60,9,72,0,0,3
5214018844246850705,60,8,83,0,0,0
3794191735087676566,60,11,147,0,0,0
8275569958005849241,0,2,16,60,6,64
5563422712702975130,60,23,62,0,0,23
2881894020112399517,60,9,74,0,0,0
5085186408017083549,0,0,0,60,9,88
3452270805833890980,60,6,42,0,0,0
6311312254190959780,60,12,87,0,0,0
4780866809031408805,0,0,12,60,12,72
3274675183619325096,60,23,167,0,0,0
1058415345127439531,60,10,81,0,0,0
1957912366926183599,60,20,143,0,0,0
8113861361411439790,60,8,59,0,0,0
1429740945908022456,60,23,72,0,0,0
7672267501779500214,60,8,59,0,0,2
3932509877712075962,0,0,0,60,9,63
3541353119221923006,60,10,83,0,0,0
5206047803810233535,60,10,70,0,0,0
4336435714390834371,60,7,52,0,0,0
5108488304801889479,60,13,92,0,0,0
3222130638124268744,60,2,18,0,0,0
6937712955040578760,0,3,22,60,7,59
1131474887653473486,0,1,7,60,10,53
2316586294028549325,60,11,86,0,0,0
4085439867660647631,60,23,89,0,0,0
3734909519664659669,60,23,167,0,0,0
1545419770545519833,60,9,66,0,0,0
6587818293348449509,60,11,28,0,0,56
916655910115359983,60,23,48,0,0,96
9059486576404151534,60,14,100,0,0,7
7755120455691189487,60,6,78,0,0,0
5317714401882520817,60,8,56,0,0,0
1251454383126297851,60,3,54,0,0,0
8259730922325032185,60,8,41,0,0,14
3947578156990741755,60,8,67,0,0,0
8730399242819058939,60,23,167,0,0,0
3724304557666024706,60,23,86,0,0,0
434158555967765765,60,10,70,0,0,0
440453156974279943,60,4,71,0,0,6
8411611554566094086,60,23,167,0,0,0
6862892149629173002,60,23,99,0,0,0
6875061835718704396,60,15,105,0,0,0
8624639460772986131,0,0,0,60,9,63
6613116076260834581,0,0,0,60,12,84
709725701624347931,0,1,4,60,12,83
7160247868615474458,0,1,14,60,12,76
231626137940016414,0,1,19,60,12,81
8331407417636404507,60,13,97,0,0,0
5749922296635145506,60,14,103,0,0,0
65764590187494692,60,17,122,0,0,0
539308991638256932,60,11,66,0,0,17
3662370761633938726,60,23,167,0,0,0
4684536882501631271,0,2,4,60,6,81
2776552099673652520,60,23,78,0,0,14
381861553361665328,60,23,49,0,0,118
